Patient_ID,First_Name,Last_Name,SSN,Age,Gender,Blood_Type,Admission_Type,Diagnosis,Systolic_BP,Diastolic_BP,Heart_Rate,Glucose_Level,BMI,Readmission_Risk
PID-5681,Michael,Sanchez,437-06-9404,55,Female,O+,Emergency,Diabetes Type 2,144,119,65,81.83,,Low
PID-5682,Brian,Schmidt,847-69-1656,59,Female,O-,Emergency,Heart Failure,118,93,62,128.61,23.6,Moderate
PID-5683,Melissa,Love,044-37-5370,36,Male,AB+,Emergency,Hypertension,124,102,93,159.76,31.7,Low
PID-5684,Bruce,Taylor,218-92-7554,23,Female,AB-,Emergency,Asthma,172,60,66,137.39,21.8,Low
PID-5685,Jamie,Jones,352-90-8699,59,Female,B+,Emergency,Diabetes Type 2,127,85,94,93.87,20.4,Low
PID-5686,Tyler,Gray,412-18-7207,41,Female,A-,Urgent,Pneumonia,110,119,85,95.86,36.6,Low
PID-5687,Christian,Vaughn,522-93-9824,39,Female,AB+,Elective,Diabetes Type 2,151,75,76,129.11,23.6,Low
PID-5688,Richard,Sanchez,362-31-0989,57,Female,AB+,Emergency,Diabetes Type 2,112,99,69,133.69,24.4,Low
PID-5689,Janet,Sims,558-42-7049,18,Male,B+,Emergency,Diabetes Type 2,132,78,64,136.24,29.1,Low
PID-5690,Christopher,Chen,299-58-4036,51,Male,B+,Urgent,Hypertension,155,83,73,28.91,,Low
PID-5691,Christopher,Cook,396-49-3923,82,Male,O+,Elective,COPD,135,93,63,69.84,32.8,High
PID-5692,Brenda,Carroll,366-45-1896,18,Female,B+,Elective,Pneumonia,125,102,72,91.18,25.9,Low
PID-5693,Craig,Roberts,403-87-0698,49,Female,A+,Urgent,Hypertension,139,86,94,131.86,25.7,Low
PID-5694,Donna,Massey,246-61-7966,24,Male,A-,Elective,Diabetes Type 2,166,100,62,119.62,34.4,Low
PID-5695,Hunter,Johnson,163-70-9741,45,Male,B-,Urgent,Pneumonia,148,113,69,126.23,35.8,Low
PID-5696,Robert,Cannon,388-53-0077,20,Male,B-,Emergency,COPD,96,68,99,90.71,22.8,Low
PID-5697,Matthew,Wright,182-67-1347,57,Male,B+,Emergency,COPD,151,98,69,122.03,27.5,Moderate
PID-5698,Nicholas,Scott,071-91-6754,28,Female,A-,Urgent,Pneumonia,165,72,99,105.91,32.5,Low
PID-5699,Charles,Barry,639-90-7567,26,Male,A+,Elective,Asthma,122,83,94,114.36,36.9,Low
PID-5700,Susan,Morris,210-43-8773,42,Male,O-,Urgent,Heart Failure,169,115,107,111.27,,Moderate
PID-5701,Monica,Walters,307-53-4352,76,Female,O+,Emergency,Hypertension,117,117,100,69.52,25.6,Moderate
PID-5702,Brad,Brooks,128-05-3096,79,Female,O-,Elective,Pneumonia,119,99,109,143.8,35.8,Moderate
PID-5703,Elizabeth,Payne,139-63-3507,20,Female,B-,Urgent,Hypertension,113,100,107,97.63,21.3,Low
PID-5704,Alan,Thomas,430-27-6918,64,Female,A+,Urgent,Pneumonia,145,100,108,116.17,28.5,Low
PID-5705,Dennis,Vincent,894-14-4314,40,Female,B-,Elective,Diabetes Type 2,158,60,104,152.37,37.1,Low
PID-5706,Cynthia,Rhodes,465-15-8665,86,Female,B+,Emergency,Heart Failure,111,60,71,153.11,25.0,High
PID-5707,Kari,Hall,325-28-0355,79,Male,O+,Emergency,Diabetes Type 2,140,107,76,123.11,,Moderate
PID-5708,Barbara,Andrews,046-54-8115,30,Female,A-,Elective,Hypertension,117,118,62,150.14,27.9,Low
PID-5709,Richard,Neal,882-85-9943,66,Male,A-,Elective,Asthma,132,97,63,147.6,26.7,Low
PID-5710,Courtney,Holt,004-73-2846,35,Female,B-,Elective,Pneumonia,153,108,101,191.57,32.0,Low
PID-5711,Glen,Herrera,879-36-8342,77,Female,O+,Urgent,Asthma,138,97,75,178.06,27.8,Moderate
PID-5712,Shawn,Nelson,328-97-5745,63,Female,O+,Urgent,Pneumonia,164,61,84,110.26,38.1,Low
PID-5713,Daniel,Mann,852-99-5385,86,Female,AB+,Emergency,COPD,158,115,75,141.46,23.7,High
PID-5714,Amanda,Orozco,140-63-2020,35,Male,O+,Emergency,Hypertension,106,94,77,195.5,27.7,Low
PID-5715,Shawn,Beasley,022-83-6961,47,Female,O-,Emergency,Pneumonia,115,108,90,99.47,18.5,Low
PID-5716,Linda,Moyer,123-14-6288,32,Female,B-,Emergency,COPD,141,100,97,96.86,39.9,Low
PID-5717,Mary,Hoover,795-93-0576,80,Male,B+,Elective,Pneumonia,139,81,106,97.14,33.0,Moderate
PID-5718,James,Valentine,605-65-8565,26,Female,AB+,Elective,Hypertension,104,107,79,115.28,30.8,Low
PID-5719,Rachel,Hunter,211-71-7699,51,Female,B-,Elective,Diabetes Type 2,162,89,85,148.1,26.5,Low
PID-5720,Scott,Burgess,525-29-3835,36,Female,O+,Urgent,Diabetes Type 2,169,85,82,94.37,24.9,Low
PID-5721,Jason,Campbell,487-58-0229,53,Male,AB-,Elective,Diabetes Type 2,175,102,102,100.51,35.6,Low
PID-5722,Maria,Davis,735-02-9914,83,Female,B-,Elective,Asthma,142,82,94,143.56,38.7,Moderate
PID-5723,Alexander,Gentry,358-25-8400,70,Male,A+,Elective,Heart Failure,101,117,94,67.59,38.7,Moderate
PID-5724,Margaret,Marks,024-24-8929,84,Male,O+,Urgent,Diabetes Type 2,127,83,97,150.81,38.3,Moderate
PID-5725,David,Anderson,271-22-0648,89,Male,A+,Emergency,Asthma,102,105,74,129.01,32.1,Moderate
PID-5726,Sandra,Jones,868-22-3812,88,Male,AB-,Urgent,COPD,136,88,97,176.74,25.8,High
PID-5727,Patricia,Carr,742-84-5835,71,Female,AB+,Emergency,Asthma,173,73,87,129.02,31.4,Low
PID-5728,Shannon,Anderson,275-98-4580,34,Female,AB-,Urgent,Diabetes Type 2,126,83,97,101.58,37.0,Low
PID-5729,Carl,Brown,707-64-9693,84,Male,B-,Elective,COPD,119,81,92,103.56,21.6,High
PID-5730,Mary,Nelson,579-28-2615,69,Female,O+,Emergency,Asthma,148,89,96,163.22,27.8,Low
PID-5731,Joseph,Cuevas,246-71-1234,68,Female,A-,Elective,Asthma,152,75,82,144.87,34.3,Low
PID-5732,Brian,Webb,631-40-1619,18,Female,B-,Elective,Hypertension,108,96,94,160.72,36.2,Low
PID-5733,Stephanie,Mclean,148-97-4540,30,Female,O-,Urgent,Pneumonia,175,105,82,114.9,27.3,Low
PID-5734,Amy,Owens,602-94-9143,52,Female,AB+,Elective,Heart Failure,101,68,93,85.15,19.5,Moderate
PID-5735,Thomas,Garner,262-74-6667,38,Male,O+,Emergency,Asthma,96,92,94,173.35,30.2,Low
PID-5736,Jamie,Thompson,081-64-4892,49,Male,AB+,Urgent,Hypertension,175,114,101,121.01,23.7,Low
PID-5737,Laura,Lopez,015-34-3506,66,Female,A+,Emergency,COPD,104,72,102,131.46,31.2,Moderate
PID-5738,Gerald,Garcia,547-80-0846,49,Female,B+,Urgent,Asthma,137,63,77,94.85,36.1,Low
PID-5739,Austin,Torres,539-56-1626,25,Male,AB+,Elective,COPD,108,91,62,154.25,,Low
PID-5740,Grace,Lewis,487-02-2447,49,Female,O+,Emergency,Asthma,174,84,76,98.65,37.7,Low
PID-5741,Amy,West,669-22-0919,66,Male,O+,Elective,Hypertension,133,107,89,129.23,,Low
PID-5742,Sarah,Hernandez,036-05-9742,30,Male,B-,Elective,Diabetes Type 2,132,106,88,117.07,35.3,Low
PID-5743,Matthew,Sparks,401-54-2221,32,Female,B-,Emergency,COPD,155,87,79,185.13,,Low
PID-5744,Chad,Ward,420-70-9559,55,Female,O-,Urgent,Asthma,133,112,75,152.33,19.4,Low
PID-5745,Anthony,Morgan,488-78-5129,43,Female,A-,Urgent,Heart Failure,102,64,103,117.99,34.7,Moderate
PID-5746,Anthony,Davis,250-18-5465,68,Male,B+,Elective,Asthma,102,100,70,45.08,27.0,Low
PID-5747,Stephanie,Hart,013-04-7560,37,Female,AB+,Emergency,COPD,133,95,64,124.28,31.9,Moderate
PID-5748,Javier,Murray,195-97-0568,50,Female,O+,Elective,COPD,171,78,91,120.81,30.5,Moderate
PID-5749,Destiny,Jackson,096-14-3346,37,Female,A+,Elective,Asthma,147,94,104,92.23,38.7,Low
PID-5750,Amber,James,043-96-8345,78,Male,O+,Emergency,COPD,152,96,108,118.02,24.3,High
PID-5751,Thomas,Jones,400-64-2336,62,Male,O-,Elective,Asthma,104,76,74,135.66,,Low
PID-5752,Jacob,Johnson,844-33-5181,22,Female,AB-,Emergency,Asthma,175,105,70,85.88,22.7,Low
PID-5753,Molly,Mckinney,287-96-6677,22,Female,B+,Emergency,COPD,141,81,72,113.02,22.4,Low
PID-5754,Laura,Lutz,114-73-2740,76,Female,AB+,Urgent,Pneumonia,114,111,80,98.79,26.3,Moderate
PID-5755,Amy,Haney,071-61-0104,52,Female,A-,Urgent,Asthma,176,66,105,114.9,35.3,Low
PID-5756,Shawn,Torres,417-07-2371,75,Female,O+,Elective,Pneumonia,112,62,68,107.61,36.2,Low
PID-5757,Mandy,Malone,301-17-3010,65,Male,O+,Emergency,Pneumonia,171,104,66,159.64,32.6,Low
PID-5758,Michael,Davis,407-02-2361,73,Male,B-,Urgent,Heart Failure,150,87,103,154.53,22.4,Moderate
PID-5759,Matthew,Lewis,602-35-1349,24,Male,B+,Elective,Asthma,112,70,67,128.8,33.7,Low
PID-5760,Donald,Oconnor,681-94-0279,22,Male,AB-,Emergency,Heart Failure,160,81,95,67.85,30.8,Low
PID-5761,Brandy,Torres,844-58-7774,64,Male,A-,Elective,Heart Failure,144,85,97,35.58,23.6,Moderate
PID-5762,Nicole,Bennett,024-27-2993,79,Male,O+,Elective,COPD,159,82,61,110.43,37.3,High
PID-5763,Robert,Garrett,324-13-3681,79,Male,AB+,Emergency,Heart Failure,167,89,72,150.46,,High
PID-5764,Sandra,Ruiz,081-84-7629,57,Male,B-,Elective,Pneumonia,120,96,104,57.32,30.9,Low
PID-5765,Carrie,Evans,571-04-2195,78,Male,AB+,Elective,Pneumonia,108,102,75,163.23,36.2,Moderate
PID-5766,Joseph,Cooper,709-46-9574,83,Female,A+,Elective,Heart Failure,99,106,78,102.79,21.9,High
PID-5767,Amber,Rodriguez,038-17-1733,70,Male,AB-,Urgent,COPD,124,95,98,179.63,27.3,Moderate
PID-5768,Daniel,Contreras,328-69-9527,78,Male,AB+,Urgent,Hypertension,139,112,105,115.87,30.0,Moderate
PID-5769,Sandra,Davis,825-56-8856,75,Female,AB+,Urgent,Diabetes Type 2,174,64,94,96.52,20.0,Low
PID-5770,Nicole,Holder,720-37-9940,23,Male,B+,Urgent,Asthma,105,82,90,169.27,22.6,Low
PID-5771,Leah,Dyer,262-62-9110,36,Male,A-,Elective,Heart Failure,165,104,72,121.31,20.0,Moderate
PID-5772,Ronnie,Koch,527-87-6903,37,Male,O+,Urgent,Heart Failure,98,80,67,136.94,31.4,Moderate
PID-5773,David,Ford,061-02-8196,55,Male,A-,Elective,Asthma,179,70,95,99.92,21.5,Low
PID-5774,Alicia,Collins,266-04-8376,20,Male,O+,Urgent,Pneumonia,101,91,106,127.07,34.2,Low
PID-5775,Kara,Gonzales,674-72-1452,55,Male,A-,Elective,Asthma,118,114,78,151.64,,Low
PID-5776,Tiffany,Rodriguez,034-63-4778,52,Female,A-,Elective,Pneumonia,137,100,86,138.7,22.7,Low
PID-5777,Christine,Bradley,088-56-4928,70,Male,AB+,Emergency,Heart Failure,95,98,93,95.71,31.2,Moderate
PID-5778,Bradley,Powell,755-93-8669,64,Male,A+,Urgent,Diabetes Type 2,139,77,90,103.65,30.9,Low
PID-5779,Sarah,Mack,207-51-9961,58,Male,A-,Elective,COPD,164,74,82,126.67,35.9,Moderate
PID-5780,Suzanne,Garrett,854-26-5342,18,Male,B+,Urgent,COPD,177,108,70,161.62,19.8,Low
PID-5781,Tina,Ramirez,276-66-7161,21,Male,AB+,Elective,Asthma,114,67,74,129.53,24.2,Low
PID-5782,Joseph,Blackburn,041-65-2585,57,Female,A+,Elective,Pneumonia,174,90,95,135.25,25.8,Low
PID-5783,David,Andrews,541-53-5220,79,Female,B+,Urgent,COPD,112,101,92,169.88,31.8,High
PID-5784,Joshua,Lopez,732-02-2756,77,Female,A-,Elective,Pneumonia,150,75,71,145.91,25.1,Moderate
PID-5785,Cameron,Jackson,762-94-8056,38,Female,A-,Urgent,COPD,92,107,69,86.83,30.5,Moderate
PID-5786,Gina,Newton,888-02-5887,59,Female,B+,Elective,Pneumonia,178,61,86,105.15,31.5,Low
PID-5787,Raven,Smith,214-98-3569,46,Male,A+,Urgent,Pneumonia,175,106,72,81.47,33.4,Low
PID-5788,Aaron,Smith,562-67-6176,48,Male,A-,Elective,Diabetes Type 2,140,100,95,114.92,21.4,Low
PID-5789,John,Carter,732-52-7430,47,Male,B-,Urgent,Heart Failure,119,86,108,108.21,34.5,Moderate
PID-5790,John,Rodriguez,005-01-8457,62,Female,AB+,Emergency,Hypertension,164,118,106,244.44,19.6,Low
PID-5791,Adriana,Tate,582-12-1988,62,Female,B+,Urgent,Asthma,129,90,74,95.31,29.7,Low
PID-5792,Johnny,Sullivan,003-03-9497,70,Female,A-,Emergency,Pneumonia,115,61,70,139.4,,Low
PID-5793,Stephanie,Jefferson,394-73-2495,43,Female,B+,Elective,Asthma,110,108,75,135.38,35.3,Low
PID-5794,Lori,Taylor,507-26-7484,88,Female,O+,Urgent,Diabetes Type 2,155,96,73,63.73,,Moderate
PID-5795,Judy,Perkins,545-99-9457,55,Male,B-,Elective,Diabetes Type 2,134,81,103,165.61,35.7,Low
PID-5796,Jessica,Singh,633-06-6361,52,Male,AB+,Urgent,Diabetes Type 2,149,91,62,129.48,35.3,Low
PID-5797,Alan,Pope,345-39-8902,26,Male,O+,Urgent,Diabetes Type 2,158,87,74,166.94,37.5,Low
PID-5798,Vanessa,Tapia,876-71-6968,48,Male,AB+,Emergency,Diabetes Type 2,148,99,77,95.13,27.7,Low
PID-5799,Timothy,Scott,251-06-0831,59,Male,AB+,Emergency,Asthma,112,104,81,58.06,35.4,Low
PID-5800,Andrew,Carlson,862-76-8439,71,Male,O+,Elective,Asthma,100,81,84,112.72,29.6,Low
PID-5801,Joshua,Robinson,445-16-1586,73,Male,O-,Elective,Asthma,139,85,99,158.92,30.4,Low
PID-5802,Jennifer,Sanchez,457-11-1575,30,Female,A+,Emergency,Asthma,104,68,86,117.19,25.9,Low
PID-5803,Alexandra,Miller,095-85-9899,43,Female,B+,Emergency,COPD,125,80,72,98.4,37.6,Moderate
PID-5804,Angela,Wood,266-43-8213,25,Female,B-,Urgent,Heart Failure,146,105,105,118.96,19.4,Low
PID-5805,Donald,Berry,825-40-2459,69,Female,B+,Emergency,Heart Failure,154,70,65,111.76,37.8,Moderate
PID-5806,Teresa,Lopez,267-86-0198,81,Male,A+,Elective,Heart Failure,144,103,81,115.71,26.6,High
PID-5807,Casey,Harris,781-31-4551,88,Female,O+,Elective,COPD,171,61,69,144.78,23.5,High
PID-5808,Robert,Johnson,330-49-9417,77,Male,AB+,Urgent,Hypertension,134,67,66,91.62,25.4,Moderate
PID-5809,Catherine,Wright,596-91-4479,18,Male,A+,Elective,Diabetes Type 2,101,70,107,184.9,36.1,Low
PID-5810,Michelle,Reynolds,152-92-0880,21,Female,B+,Elective,Diabetes Type 2,123,82,91,111.76,22.4,Low
PID-5811,Cody,Pierce,274-83-0263,41,Male,O+,Elective,Pneumonia,122,62,63,131.12,22.9,Low
PID-5812,Lisa,Mccarthy,553-12-8307,66,Female,O+,Emergency,COPD,119,67,77,149.02,25.5,Moderate
PID-5813,Edwin,Taylor,228-66-7320,45,Female,B+,Urgent,Heart Failure,110,67,95,152.09,27.0,Moderate
PID-5814,Candace,Wang,002-20-6408,57,Male,AB-,Urgent,Diabetes Type 2,174,110,60,154.31,19.0,Low
PID-5815,Donald,Schmidt,513-09-8141,57,Female,O-,Urgent,COPD,92,103,68,95.35,19.7,Moderate
PID-5816,Jose,Nguyen,140-60-3726,21,Male,O+,Emergency,Hypertension,95,68,85,63.12,40.0,Low
PID-5817,Kristine,Howard,198-53-5105,52,Male,B+,Emergency,Hypertension,148,97,92,90.99,33.4,Low
PID-5818,Ernest,Arias,353-59-0286,31,Female,B-,Emergency,COPD,155,104,107,105.35,29.4,Low
PID-5819,Alan,Miller,635-13-9176,51,Male,A-,Emergency,COPD,148,108,102,93.65,19.9,Moderate
PID-5820,Stephanie,Arnold,340-14-8995,25,Female,A+,Emergency,Pneumonia,120,70,67,146.35,32.5,Low
PID-5821,Darren,Barnes,072-81-2895,56,Female,A+,Urgent,Hypertension,163,67,101,145.18,33.9,Low
PID-5822,Kristie,Villegas,355-73-0294,37,Female,B+,Urgent,Heart Failure,170,70,75,126.15,27.1,Moderate
PID-5823,Justin,Cline,408-15-0520,54,Male,B-,Emergency,Hypertension,141,68,94,108.28,31.0,Low
PID-5824,Bruce,Guzman,225-08-4334,24,Male,AB+,Emergency,Diabetes Type 2,91,84,99,99.6,,Low
PID-5825,Ronald,Johnson,088-17-9201,58,Female,B+,Urgent,Hypertension,164,110,82,135.1,27.0,Low
PID-5826,John,Thomas,089-04-1471,82,Female,A+,Urgent,Diabetes Type 2,166,97,62,64.17,18.5,Moderate
PID-5827,Jennifer,Reese,180-26-2084,81,Female,AB-,Urgent,Asthma,169,63,90,95.65,28.2,Moderate
PID-5828,Ashley,Branch,643-55-1125,44,Male,B+,Elective,Asthma,148,60,84,162.89,38.1,Low
PID-5829,Michael,Martinez,671-34-8723,88,Female,B+,Emergency,COPD,103,89,83,168.49,25.9,High
PID-5830,Jennifer,Smith,754-55-7131,65,Male,B-,Emergency,Hypertension,154,97,85,126.87,18.5,Low
PID-5831,Karen,Walker,835-99-4237,55,Female,O+,Urgent,Heart Failure,135,94,69,160.56,23.9,Moderate
PID-5832,Larry,Swanson,897-40-2912,69,Male,AB+,Urgent,COPD,140,81,106,99.56,30.5,Moderate
PID-5833,Patricia,Good,430-29-4913,46,Female,A+,Urgent,Diabetes Type 2,172,65,64,100.43,31.9,Low
PID-5834,Patrick,Burch,110-80-1444,86,Female,B+,Emergency,Heart Failure,161,86,96,110.16,30.1,High
PID-5835,Mason,Smith,512-93-3359,43,Female,A+,Elective,Diabetes Type 2,131,75,81,118.57,29.9,Low
PID-5836,Tamara,Parker,866-20-4252,64,Female,O+,Urgent,Pneumonia,156,62,71,105.61,38.5,Low
PID-5837,Jimmy,Grant,432-11-8048,63,Female,AB+,Emergency,Diabetes Type 2,105,93,96,127.7,22.0,Low
PID-5838,Yvette,Nichols,168-41-1664,80,Female,AB+,Emergency,Heart Failure,142,84,78,75.42,22.1,High
PID-5839,Kara,Martinez,470-86-3003,43,Female,A-,Urgent,Diabetes Type 2,90,76,94,134.78,30.9,Low
PID-5840,Phillip,Hatfield,522-51-6854,83,Female,A-,Emergency,Heart Failure,154,69,90,94.32,37.7,High
PID-5841,Jane,Hughes,360-90-6557,25,Female,B-,Urgent,Heart Failure,156,108,91,122.7,29.7,Low
PID-5842,Stephanie,Chase,283-10-7241,31,Female,A+,Emergency,Hypertension,151,102,86,88.21,39.2,Low
PID-5843,Nicole,Ortiz,559-57-8367,84,Male,B+,Urgent,Pneumonia,114,114,83,50.44,20.3,Moderate
PID-5844,Melissa,Adams,639-38-7755,76,Male,B-,Urgent,COPD,106,102,90,149.52,35.9,High
PID-5845,Stuart,Miller,164-75-0985,86,Male,A+,Emergency,Heart Failure,116,92,61,92.62,29.9,High
PID-5846,Danielle,Ward,038-53-1784,76,Male,AB+,Elective,Hypertension,117,83,80,114.01,31.6,Moderate
PID-5847,Linda,Turner,580-62-4938,80,Female,A+,Elective,COPD,145,75,83,171.27,30.4,High
PID-5848,Teresa,Martinez,321-35-3433,48,Male,O+,Emergency,Heart Failure,104,106,101,127.03,38.5,Moderate
PID-5849,Kyle,Parker,430-95-6200,22,Female,A+,Urgent,Pneumonia,137,72,91,113.49,25.0,Low
PID-5850,Amy,Meza,155-12-5510,47,Female,A-,Urgent,Hypertension,95,84,87,66.86,29.4,Low
PID-5851,Krystal,Reynolds,259-78-5838,35,Female,A+,Urgent,Asthma,162,111,63,90.34,36.1,Low
PID-5852,Frank,Scott,805-23-0282,80,Female,O-,Urgent,Pneumonia,158,104,65,124.02,20.3,Moderate
PID-5853,Tara,Keller,284-37-1441,26,Male,AB-,Emergency,COPD,96,88,73,117.98,27.3,Low
PID-5854,Katie,Garcia,728-79-8079,72,Female,AB+,Emergency,Diabetes Type 2,148,115,81,167.79,26.2,Low
PID-5855,Kim,Payne,083-68-2405,48,Male,AB-,Urgent,COPD,145,94,85,125.12,,Moderate
PID-5856,Steven,Smith,685-55-3826,85,Female,A-,Urgent,COPD,173,93,71,120.61,32.9,High
PID-5857,Kristopher,Rogers,601-37-8200,52,Male,O-,Elective,Hypertension,90,93,102,77.33,25.6,Low
PID-5858,Nancy,Shaw,184-93-1062,80,Female,AB-,Emergency,Asthma,122,90,72,128.68,31.2,Moderate
PID-5859,Allison,Ramirez,821-54-8796,56,Male,A+,Urgent,Heart Failure,134,115,88,119.25,22.6,Moderate
PID-5860,Andrew,Sullivan,266-03-5691,69,Female,A+,Elective,Pneumonia,170,81,64,167.06,,Low
PID-5861,Melanie,Velasquez,045-24-1493,28,Male,AB+,Elective,Pneumonia,100,76,91,107.43,23.9,Low
PID-5862,Eugene,Humphrey,319-26-4571,49,Male,AB+,Emergency,COPD,150,84,87,101.26,27.1,Moderate
PID-5863,Christopher,Barber,254-04-1941,56,Male,B+,Emergency,COPD,91,76,60,124.6,34.9,Moderate
PID-5864,Jeanette,Williams,626-96-8649,81,Male,B-,Urgent,Asthma,167,90,77,123.37,25.1,Moderate
PID-5865,Rodney,Colon,246-64-2332,33,Male,A+,Emergency,Asthma,158,113,72,191.76,28.8,Low
PID-5866,Craig,Blair,894-65-6309,48,Female,AB+,Urgent,Asthma,158,80,89,147.36,18.5,Low
PID-5867,Brian,Brown,168-08-3304,79,Male,O-,Urgent,Asthma,134,108,92,129.45,24.4,Moderate
PID-5868,Daniel,Griffin,848-76-9903,87,Male,AB-,Emergency,Heart Failure,153,87,103,159.17,37.2,High
PID-5869,Rita,Williams,092-36-0532,73,Female,O+,Elective,Pneumonia,109,72,87,71.89,36.3,Low
PID-5870,Shawna,Clark,487-15-3944,27,Male,B-,Elective,Diabetes Type 2,111,64,103,133.13,31.3,Low
PID-5871,Daniel,Vaughn,766-13-9662,82,Male,A+,Emergency,Diabetes Type 2,130,114,85,166.77,39.3,Moderate
PID-5872,Lynn,Gill,569-54-0747,63,Female,AB+,Emergency,Hypertension,125,85,61,90.09,35.2,Low
PID-5873,Kimberly,Garcia,646-97-6357,66,Male,O-,Emergency,Heart Failure,161,103,80,101.83,39.5,Moderate
PID-5874,Nicole,Moore,364-88-0835,69,Female,B+,Emergency,Pneumonia,158,80,86,99.84,35.1,Low
PID-5875,Jennifer,Green,596-83-4668,35,Male,A-,Urgent,COPD,93,63,96,147.64,28.3,Moderate
PID-5876,Megan,Fields,842-68-5385,55,Female,A-,Emergency,Diabetes Type 2,116,80,107,143.58,22.2,Low
PID-5877,Michelle,Morse,644-16-1263,21,Male,O+,Emergency,Heart Failure,164,78,78,173.93,24.4,Low
PID-5878,Jamie,Kim,229-44-8686,59,Female,AB-,Urgent,COPD,94,107,84,136.34,,Moderate
PID-5879,Gabriel,Wilson,484-22-9145,79,Male,B-,Emergency,Heart Failure,96,103,82,75.16,36.4,High
PID-5880,Allison,Camacho,455-67-0057,59,Male,O+,Emergency,COPD,162,103,62,67.3,22.7,Moderate
PID-5881,Thomas,Chan,614-98-0922,85,Female,B+,Emergency,Asthma,175,64,60,150.9,,Moderate
PID-5882,Jennifer,Mcdonald,426-14-6992,67,Male,O-,Urgent,COPD,170,68,68,125.26,,Moderate
PID-5883,Anthony,Vaughn,114-79-7701,46,Female,AB-,Urgent,Hypertension,125,82,86,130.41,20.8,Low
PID-5884,Theresa,Moore,208-87-9761,26,Female,A+,Urgent,Asthma,156,66,74,153.97,21.7,Low
PID-5885,Natasha,Chapman,394-33-7883,70,Male,B-,Emergency,Asthma,95,98,84,90.23,33.7,Low
PID-5886,Tracy,Martinez,203-63-5552,76,Male,O+,Urgent,Hypertension,127,90,88,180.95,29.2,Moderate
PID-5887,Mary,Williams,430-72-1738,89,Female,B-,Urgent,Asthma,136,71,69,77.18,20.0,Moderate
PID-5888,Rachel,Smith,818-37-8963,60,Female,O+,Emergency,Heart Failure,113,98,67,75.06,34.8,Moderate
PID-5889,Alexis,Sharp,563-47-5766,20,Male,AB-,Urgent,Diabetes Type 2,162,65,90,103.83,35.6,Low
PID-5890,Steven,Cordova,033-02-2781,34,Female,AB-,Emergency,Pneumonia,138,62,78,156.85,21.3,Low
PID-5891,Denise,Caldwell,301-25-2212,42,Male,O+,Emergency,Asthma,96,87,100,98.55,22.6,Low
PID-5892,Jason,Foster,191-21-1992,18,Female,B+,Elective,Pneumonia,133,95,108,123.43,24.6,Low
PID-5893,Peter,Johnson,394-78-6266,55,Female,B-,Elective,Pneumonia,132,114,95,83.3,36.3,Low
PID-5894,Andrea,Bradford,266-51-7736,79,Male,A+,Elective,Hypertension,100,67,60,112.1,35.8,Moderate
PID-5895,Andrew,Owen,699-88-5842,31,Female,B-,Elective,Heart Failure,129,117,94,111.01,35.7,Low
PID-5896,Carl,Harvey,122-32-9472,37,Female,B+,Urgent,Pneumonia,149,68,100,156.81,19.1,Low
PID-5897,Melissa,Rocha,374-90-2328,21,Male,O+,Elective,Asthma,137,119,75,56.18,37.1,Low
PID-5898,Christopher,Brown,119-53-4886,87,Male,B-,Urgent,Pneumonia,126,81,101,130.38,,Moderate
PID-5899,Madeline,Price,005-62-0159,23,Male,A+,Urgent,Diabetes Type 2,113,61,99,124.63,20.3,Low
PID-5900,Jeff,Cox,833-84-8564,32,Male,AB-,Emergency,Diabetes Type 2,142,80,77,147.19,,Low
PID-5901,Katie,Orozco,161-37-3472,63,Female,B+,Urgent,Hypertension,112,83,104,110.65,27.8,Low
PID-5902,Jacqueline,Neal,635-69-3640,71,Female,O-,Urgent,Hypertension,159,72,80,137.43,30.2,Low
PID-5903,Becky,Roberts,876-38-8248,32,Male,B+,Elective,Pneumonia,170,79,109,183.06,,Low
PID-5904,Cameron,Johnson,309-14-6965,23,Female,B+,Elective,Pneumonia,168,76,85,200.44,36.6,Low
PID-5905,Caroline,Pacheco,834-02-5184,54,Female,AB-,Elective,Hypertension,167,83,67,122.03,21.7,Low
PID-5906,Michele,Williams,104-48-1168,45,Male,AB-,Elective,Pneumonia,175,108,68,122.55,33.4,Low
PID-5907,Nicholas,Cortez,782-92-9013,84,Female,AB+,Elective,Asthma,130,105,82,128.79,32.9,Moderate
PID-5908,Veronica,Wolfe,414-92-4016,28,Male,A+,Urgent,Pneumonia,115,67,87,127.16,26.4,Low
PID-5909,Jerry,Parrish,630-43-3813,39,Female,AB-,Urgent,Hypertension,149,61,99,151.29,29.0,Low
PID-5910,Kyle,Davis,004-42-0280,20,Female,O+,Elective,Hypertension,152,93,82,103.98,36.0,Low
PID-5911,Lori,Gilmore,283-64-6892,46,Male,AB-,Emergency,COPD,178,76,83,153.79,33.5,Moderate
PID-5912,Jordan,Chaney,503-65-9589,79,Female,AB-,Urgent,Pneumonia,140,66,82,164.77,33.0,Moderate
PID-5913,Kristin,Foley,126-41-7741,41,Male,O+,Emergency,Diabetes Type 2,96,107,95,94.99,30.6,Low
PID-5914,John,Rogers,763-98-1822,66,Male,O+,Emergency,Hypertension,92,107,61,172.28,31.9,Low
PID-5915,Derrick,Townsend,460-64-5399,41,Female,B+,Elective,Heart Failure,122,73,102,113.97,35.6,Moderate
